Organization Name,Organization Name URL,Categories,Headquarters Location,Description,CB Rank (Organization),Founded Date,Founded Date Precision,Website,Contact Email,Number of Articles,Number of Employees,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Last Funding Type,IPO Date,IPO Status,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),Stock Symbol,Stock Symbol URL,IPqwery - Patents Granted
Futurism,https://www.crunchbase.com/organization/futurism,"Artificial Intelligence, Cryptocurrency, Digital Media, News, Robotics, Virtual Reality","Brooklyn, New York, United States",Digital media platform.,"16,946",2014-01-01,year,https://futurism.com/,,,11-50,2016-12-19,6000652,USD,6000652,6000652,USD,6000652,Venture - Series Unknown,,Private,,,,,,0
Digix,https://www.crunchbase.com/organization/digix-global,"Bitcoin, Blockchain, Ethereum","Singapore, Central Region, Singapore","The Smart Asset Company. Purchase gold on Ethereum with bitcoins, dogecoins, litecoins, and ether.","17,298",2014-01-01,year,https://digix.global,support@digix.global,3,11-50,2017-11-29,1250000,USD,1250000,6750000,USD,6750000,Seed,,Private,,,,,,
Purse,https://www.crunchbase.com/organization/purse-io,"Bitcoin, Cryptocurrency, FinTech","San Francisco, California, United States",Purse provides real incentive to use Bitcoin to the largest selection at the lowest price points.,"17,339",2014-04-01,month,https://purse.io,andrew@purse.io,11,11-50,2016-10-26,,,,1300000,USD,1300000,Seed,,Private,,,,,,
MinerEye,https://www.crunchbase.com/organization/minereye,"Artificial Intelligence, Compliance, Cyber Security, Security","Hod Hasharon, HaMerkaz, Israel",An artificial intelligence platform for data governance,"17,361",2014-02-23,day,http://minereye.com/,info@minereye.com,9,11-50,2017-08-01,3600000,USD,3600000,4600000,USD,4600000,Seed,,Private,,,,,,0
Yunding Technology,https://www.crunchbase.com/organization/yunding-technology,"Hardware, Security, Smart Home","Beijing, Beijing, China",Yunding Technology is a Smart Hardware company.,"17,724",2014-01-01,year,http://www.yunding.cn,mkt@dding.cn,,,2018-12-18,600000000,CNY,87018317,127018317,USD,127018317,Series D,,Private,,,,,,
Coinhouse,https://www.crunchbase.com/organization/coinhouse,"Blockchain, Cryptocurrency","Paris, Ile-de-France, France","Cryptoasset platform, online and offline. ","17,875",2014-05-10,day,https://www.coinhouse.com,contact@coinhouse.com,,11-50,2019-01-17,2800000,USD,2800000,2800000,USD,2800000,Series A,,Private,,,,,,
Progressly,https://www.crunchbase.com/organization/progress-ly,"Data Integration, Enterprise Software, Information Technology, Internet, Mobile, SaaS, Security, Software","Redwood City, California, United States",Progressly is a cloud-based Operational Performance Management solution that helps its customers transform their operations. ,"17,878",2014-01-01,year,https://progressly.com/,press@progressly.com,4,11-50,2016-09-20,6000000,USD,6000000,6000000,USD,6000000,Series A,,Private,,,,,,
MakerDAO,https://www.crunchbase.com/organization/makerdao,"Big Data, Bitcoin, Blockchain, Cryptocurrency, Financial Services, Security","Santa Cruz, California, United States",Maker is a decentralized autonomous organization on the Ethereum blockchain.,"17,884",2014-01-01,year,https://makerdao.com/,press@makerdao.com,10,11-50,2019-04-26,,,,27000000,USD,27000000,Private Equity,,Private,,,,,,
Virgil Security,https://www.crunchbase.com/organization/virgil-security,"Cloud Security, Cyber Security, Developer APIs, Developer Platform, Developer Tools, Internet of Things, Network Security","Manassas, Virginia, United States",Virgil Security provides easy-to-deploy and easy-to-use cryptographic software and services for use by developers and end-users.,"17,985",2014-01-01,year,http://virgilsecurity.com,support@virgilsecurity.com,82,11-50,2016-10-12,4000000,USD,4000000,4875000,USD,4875000,Series A,,Private,,,,,,
Icebrg,https://www.crunchbase.com/organization/icebrg,"Developer Platform, Network Security, Security","Seattle, Washington, United States",Icebrg is a startup focused on network security.,"18,052",2014-01-01,year,http://icebrg.io/,justin@icebrg.io,1,11-50,2016-03-29,10000000,USD,10000000,12500000,USD,12500000,Series A,,Private,,,,,,1
VIDA,https://www.crunchbase.com/organization/solidx-partners,"Cloud Security, Cyber Security, Internet, Privacy, Security","New York, New York, United States",Distributed key management for encryption and authentication,"18,143",2014-04-23,day,http://getvida.io,info@vidaidentity.com,1,11-50,2017-10-15,2000000,USD,2000000,8200000,USD,8200000,Seed,,Private,,,,,,
Javelin Networks,https://www.crunchbase.com/organization/javelin-networks,"Computer, Cyber Security, Information Technology","Austin, Texas, United States",Protect Active Directory from every endpoint. Agentless.,"18,396",2014-01-01,year,http://javelin-networks.com/,hello@javelin-networks.com,4,11-50,2017-02-09,5000000,USD,5000000,5000000,USD,5000000,Series A,,Private,,,,,,0
Acorus Networks,https://www.crunchbase.com/organization/acorus-networks,Network Security,"Courbevoie, Ile-de-France, France",Acorus Networks provide DDoS protection for both network and application layers thanks to a large scaled Cloud mitigation infrastructure.,"18,406",2014-11-01,month,http://www.acorus-networks.com/,info@acorus.net,,11-50,2018-10-09,5000000,EUR,5752435,5000000,EUR,5752435,Series A,,Private,,,,,,
Dispel,https://www.crunchbase.com/organization/dispel,"Internet, Privacy, Security","New York, New York, United States","We are a cybersecurity firm specializing in high speed, anonymous, encrypted communication and collaboration systems.","18,417",2014-01-01,year,https://dispel.io,,12,11-50,2015-08-05,1500000,USD,1500000,3000000,USD,3000000,Series A,,Private,,,,,,0
Protected Media,https://www.crunchbase.com/organization/protected-media,"Advertising Platforms, Cyber Security, Security, Software","Tel Aviv, Tel Aviv, Israel",Protected Media has developed the next gen of fraud/bot detection system,"18,537",2014-01-01,year,https://www.protected.media/,Info@protected.media,49,11-50,2017-04-01,4000000,USD,4000000,4000000,USD,4000000,Series A,,Private,,,,,,
Cronus Cyber Technologies,https://www.crunchbase.com/organization/cronus-cyber-technologies,"Cyber Security, Information Technology, Network Security, Security, Virtualization","Haifa, Hefa, Israel",Cronus Cyber Technologies offers software solutions for the automated penetration testing market.,"18,577",2014-01-01,year,https://cronus-cyber.com/,sales@cronus-cyber.com,2,11-50,2017-03-03,,,,5700000,USD,5700000,Series A,,Private,,,,,,1
CryptoFacilities,https://www.crunchbase.com/organization/cryptofacilities,"Bitcoin, Financial Services, FinTech","London, England, United Kingdom",Crypto Facilities is a London-based financial services firm and provides risk management and trading solutions.,"18,741",2014-01-01,year,https://www.cryptofacilities.com/,contact@cryptofacilities.com,11,,2016-09-05,1500000,USD,1500000,1500000,USD,1500000,Seed,,Private,,,,,,
bitbank,https://www.crunchbase.com/organization/bitbank-inc-,"Bitcoin, Internet, Payments","Tokyo, Tokyo, Japan","Bitcoin wallet, payment processing, bitcoin reward service and news media","18,996",2014-05-07,day,http://bitcoinbank.co.jp/,contact@bitcoinbank.co.jp,2,1-10,2015-03-18,650000,USD,650000,1916427,USD,1916427,Angel,,Private,,,,,,
Zebpay,https://www.crunchbase.com/organization/zebpay,"Bitcoin, Financial Exchanges, Virtual Currency","Malta, Rezeknes, Latvia",Global Cryptocurrency Exchange and Wallet,"19,098",2014-01-01,year,https://zebpay.com/,growth@zebpay.com,44,51-100,2016-01-06,1000000,USD,1000000,1125000,USD,1125000,Series A,,Private,,,,,,
Penten,https://www.crunchbase.com/organization/penten,"Computer, Cyber Security, Government, Information Technology, National Security, Network Security, Software","Canberra, Australian Capital Territory, Australia","Penten helps the digital transformation of defence & government - creating, building & operating new cyber tech for the modern workforce.","19,604",2014-01-01,year,https://www.penten.com/,info@penten.com,7,51-100,2018-11-01,2500000,AUD,1801213,2500000,AUD,1801213,Seed,,Private,,,,,,
SecureSet,https://www.crunchbase.com/organization/secure-set,"Cyber Security, Education, Network Security","Denver, Colorado, United States",SecureSet Academy is a premier educational resource for launching or accelerating your cybersecurity career.,"19,806",2014-01-01,year,https://www.secureset.com,info@secureset.com,1,11-50,2017-01-17,4000000,USD,4000000,5980000,USD,5980000,Series A,,Private,,,,,,
Cyber adAPT,https://www.crunchbase.com/organization/cyber-adapt,"Analytics, Mobile, Network Security","Half Moon Bay, California, United States",Cyber adAPT® provides live analysis of traffic on the wire unlike traditional “behavior”,"20,042",2014-01-01,year,http://www.cyberadapt.com,sales@cyberadapt.com.,17,11-50,2016-05-11,15000000,USD,15000000,15000000,USD,15000000,Series A,,Private,,,,,,2
HanSight,https://www.crunchbase.com/organization/hansight,"Big Data, Cyber Security, Security","Beijing, Beijing, China",HanSight is dedicated to changing the cyber security landscape based on intelligent big data security analytics approach.,"20,730",2014-01-01,year,http://www.HanSight.com,contact@HanSight.com,,101-250,2018-03-29,,,,21364484,USD,21364484,Series B,,Private,,,,,,
Sift Security,https://www.crunchbase.com/organization/sift-security,"Analytics, Big Data, Information Technology, Security","Menlo Park, California, United States",Sift Security is a enterprise security startup that is leveraging big data and advanced analytics.,"21,056",2014-01-01,year,http://siftsecurity.com/,contact@siftsec.com,4,1-10,2016-07-20,3260000,USD,3260000,3260000,USD,3260000,Angel,,Private,,,,,,
imVision Technologies,https://www.crunchbase.com/organization/imvision-technologies,"Cyber Security, Information Technology, Security, Telecommunications, Video","Ramat Gan, Tel Aviv, Israel",NFV SDN Service Anomaly – Detection and Remedy,"21,154",2014-01-01,year,http://www.imvisiontech.com,info@imvisiontech.com,,11-50,2017-07-04,,,,4000000,USD,4000000,Convertible Note,,Private,,,,,,
Bizzy Labs,https://www.crunchbase.com/organization/startmonday,"Blockchain, Human Resources, Mobile, Recruiting, SaaS, Video Streaming","Amsterdam, Noord-Holland, The Netherlands","Bizzy is an innovator in the jobs market with a video led (the Bizzy ATS) and a blockchain concept (""Apply with Bizzy""","21,787",2014-04-01,month,,,44,11-50,2018-01-10,3000000,CAD,2393537,3913706,USD,3913706,Post-IPO Equity,2016-10-21,Public,,,,JOB,https://www.crunchbase.com/ipo/startmonday-ipo--58a97b33,
OtoSense,https://www.crunchbase.com/organization/otosense,"Artificial Intelligence, Automotive, Industrial Automation, Machine Learning, Machinery Manufacturing, Predictive Analytics, Security, Software","Palo Alto, California, United States",OtoSense is the next generation automated sound recognition technology that utilizes the power of machine learning.,"22,127",2014-01-01,year,http://www.otosense.com/,explorers@otosense.com,5,1-10,2017-10-02,,,,1200000,USD,1200000,Convertible Note,,Private,,,,,,
Hijro,https://www.crunchbase.com/organization/hijro,"Blockchain, Enterprise Software, FinTech, Payments","Lexington, Kentucky, United States",Hijro is the financial operating network for global trade powered by distributed ledger technology.,"22,227",2014-04-01,day,http://hijro.com,hello@hijro.com,3,1-10,2016-05-10,1650000,USD,1650000,2500000,USD,2500000,Seed,,Private,,,,,,
Appknox,https://www.crunchbase.com/organization/appknox,"Mobile, SaaS, Security","Singapore, Central Region, Singapore",Mobile App Security Testing as a Service,"22,243",2014-04-27,day,https://www.appknox.com,hello@appknox.com,10,11-50,2016-08-16,640000,USD,640000,659900,USD,659900,Seed,,Private,,,,,,
Coinigy,https://www.crunchbase.com/organization/coinigy,"Big Data, Bitcoin, FinTech","Milwaukee, Wisconsin, United States",Professional Tools For Cryptocurrency Traders.,"22,369",2014-05-02,day,https://www.coinigy.com,founders@coinigy.com,6,1-10,2016-07-25,400000,USD,400000,500000,USD,500000,Seed,,Private,,,,,,
Aptonomy,https://www.crunchbase.com/organization/aptonomy,"Artificial Intelligence, Automotive, Drones, Logistics, Parking, Robotics, SaaS, Security, Shipping, Software","San Jose, California, United States",Aptonomy provides AI-powered drone security services for yard management.,"22,494",2014-01-01,month,http://www.aptonomy.com/home,info@aptonomy.com,3,1-10,2018-12-01,,,,620000,USD,620000,Seed,,Private,,,,,,
"HashRabbit, Inc.",https://www.crunchbase.com/organization/hashrabbit,"Bitcoin, Cyber Security, Enterprise Software","San Mateo, California, United States",HashRabbit provides safe and reliable digital asset mining by operating enterprise-grade facilities for institutional clients.,"22,576",2014-03-01,day,https://hashrabbit.com/,hello@hashrabbit.com,8,1-10,2016-08-08,1646500,USD,1646500,2341500,USD,2341500,Seed,,Private,,,,,,
Noke,https://www.crunchbase.com/organization/noke,"Internet of Things, Mobile Apps, Security","Lehi, Utah, United States","Nokē develops connected security solutions of custom, cloud-based locks and compatible software","22,794",2014-01-01,year,http://noke.com/,pr@noke.com,3,11-50,2016-10-18,1200000,USD,1200000,3252994,USD,3252994,Convertible Note,,Private,,,,,,6
Emburse,https://www.crunchbase.com/organization/emburse,"Business Intelligence, Management Information Systems, Network Security","San Francisco, California, United States",Emburse is an expense management platform that provides debit cards for business with unique expense and accounting challenges.,"23,081",2014-11-25,day,http://www.emburse.com/,contact@emburse.com,3,1-10,2016-03-22,120000,USD,120000,120000,USD,120000,Seed,,Private,,,,,,
Cyberfend,https://www.crunchbase.com/organization/cyberfend,"Cyber Security, Mobile Apps, Network Security","Santa Clara, California, United States",Cyberfend offers a robust security solution to protect your web and mobile applications from sophisticated attacks.,"23,084",2014-10-07,day,https://cyberfend.com/,info@cyberfend.com,4,11-50,2016-06-01,,,,3000000,USD,3000000,Non-equity Assistance,,Private,,,,,,1
